transcript_id	gene_id	Control_1A	Control_2A	Control_3A	NB29-A_1	NB29-A_2	NB29-A_3
transcript20307	HORVU.RGT_PLANET.PROJ.3HG00241930	0.00	0.00	0.00	0.00	0.00	0.00
transcript20308	HORVU.RGT_PLANET.PROJ.3HG00241940	19.00	11.00	24.00	320.00	305.00	165.00
transcript20310	HORVU.RGT_PLANET.PROJ.3HG00241980	0.00	0.00	0.00	0.00	0.00	0.00
transcript20314	HORVU.RGT_PLANET.PROJ.3HG00242030	0.00	0.00	0.00	0.00	0.00	0.00
transcript20317	HORVU.RGT_PLANET.PROJ.3HG00242090	0.00	0.00	0.00	0.00	0.00	0.00
transcript20318	HORVU.RGT_PLANET.PROJ.3HG00242100	1033.00	904.00	1245.00	782.00	685.00	800.00
transcript20321	HORVU.RGT_PLANET.PROJ.3HG00242150	607.01	418.99	869.20	764.27	765.17	1084.41
transcript20322	HORVU.RGT_PLANET.PROJ.3HG00242160	0.00	0.00	0.00	0.00	0.00	0.00
transcript20325	HORVU.RGT_PLANET.PROJ.3HG00242250	2.00	4.00	6.00	0.00	11.00	7.00
transcript20327	HORVU.RGT_PLANET.PROJ.3HG00242260	891.00	807.00	1232.00	866.00	807.00	1089.00
transcript20330	HORVU.RGT_PLANET.PROJ.3HG00242290	10.28	24.91	24.39	16.53	14.41	12.52
transcript20331	HORVU.RGT_PLANET.PROJ.3HG00242290	134.72	91.09	166.61	94.47	87.59	137.48
transcript20334	HORVU.RGT_PLANET.PROJ.3HG00242310	9.00	6.00	8.00	3.00	2.00	2.00
transcript20335	HORVU.RGT_PLANET.PROJ.3HG00242340	778.00	443.00	795.00	434.00	399.00	366.00
transcript20336	HORVU.RGT_PLANET.PROJ.3HG00242360	0.00	2.00	2.00	1.00	1.00	2.00
transcript20338	HORVU.RGT_PLANET.PROJ.3HG00242370	0.00	0.00	0.00	0.00	0.00	0.00
transcript20339	HORVU.RGT_PLANET.PROJ.3HG00242380	604.44	376.44	593.41	825.78	768.54	896.19
transcript20340	HORVU.RGT_PLANET.PROJ.3HG00242380	114.56	88.56	84.59	71.22	121.46	180.81
transcript20341	HORVU.RGT_PLANET.PROJ.3HG00242390	0.00	0.00	0.00	0.00	0.00	0.00
transcript20342	HORVU.RGT_PLANET.PROJ.3HG00242400	315.00	237.00	367.37	316.81	263.97	347.19
transcript20343	HORVU.RGT_PLANET.PROJ.3HG00242400	185.00	140.00	186.63	160.19	127.03	170.81
transcript20345	HORVU.RGT_PLANET.PROJ.3HG00242410	389.00	220.00	325.00	260.00	217.00	202.00
transcript20346	HORVU.RGT_PLANET.PROJ.3HG00242420	84.00	38.00	60.00	24.00	16.00	13.00
transcript20347	HORVU.RGT_PLANET.PROJ.3HG00242430	49.00	47.00	50.00	242.00	298.00	565.00
transcript20348	HORVU.RGT_PLANET.PROJ.3HG00242460	4.00	1.00	4.00	9.00	9.00	12.00
transcript20351	HORVU.RGT_PLANET.PROJ.3HG00242500	318.00	328.00	458.00	356.00	196.00	221.00
transcript20352	HORVU.RGT_PLANET.PROJ.3HG00242500	0.00	0.00	0.00	0.00	0.00	0.00
transcript20354	HORVU.RGT_PLANET.PROJ.3HG00242560	0.00	0.00	0.00	0.00	0.00	0.99
transcript20355	HORVU.RGT_PLANET.PROJ.3HG00242590	189.00	195.00	221.00	90.00	77.00	104.00
transcript20357	HORVU.RGT_PLANET.PROJ.3HG00242620	82.00	86.00	165.00	0.00	0.00	1.00
transcript20358	HORVU.RGT_PLANET.PROJ.3HG00242660	0.00	0.00	1.00	2.00	0.00	1.00
transcript20360	HORVU.RGT_PLANET.PROJ.3HG00242670	1018.00	653.00	779.00	490.00	440.00	475.00
transcript20362	HORVU.RGT_PLANET.PROJ.3HG00242700	77.00	30.00	104.00	2543.00	2335.00	2879.00
transcript20363	HORVU.RGT_PLANET.PROJ.3HG00242710	0.00	0.00	0.00	0.00	0.00	0.00
transcript20364	HORVU.RGT_PLANET.PROJ.3HG00242720	0.00	0.00	0.00	0.00	0.00	0.00
transcript20365	HORVU.RGT_PLANET.PROJ.3HG00242730	0.00	0.00	0.00	3.00	0.00	2.00
transcript20366	HORVU.RGT_PLANET.PROJ.3HG00242750	0.00	0.00	0.00	0.00	0.00	0.00
transcript20367	HORVU.RGT_PLANET.PROJ.3HG00242760	639.00	498.00	817.00	398.00	287.00	398.00
transcript20368	HORVU.RGT_PLANET.PROJ.3HG00242770	0.00	0.00	0.00	0.00	0.00	0.00
transcript20369	HORVU.RGT_PLANET.PROJ.3HG00242780	0.00	0.00	0.00	0.00	0.00	0.00
transcript20370	HORVU.RGT_PLANET.PROJ.3HG00242800	518.00	406.00	522.00	639.00	609.00	666.00
transcript20372	HORVU.RGT_PLANET.PROJ.3HG00242840	895.00	974.00	1491.00	569.00	490.00	936.00
transcript20373	HORVU.RGT_PLANET.PROJ.3HG00242850	46.00	39.00	53.00	4.00	10.00	7.00
transcript20375	HORVU.RGT_PLANET.PROJ.3HG00242890	88.23	47.67	86.59	288.55	189.64	297.15
transcript20376	HORVU.RGT_PLANET.PROJ.3HG00242890	344.77	232.33	464.41	617.45	695.36	1063.85
transcript20377	HORVU.RGT_PLANET.PROJ.3HG00242910	0.00	0.00	0.00	0.00	0.00	0.00
transcript20378	HORVU.RGT_PLANET.PROJ.3HG00242930	73.00	50.00	100.00	46.00	41.00	52.00
transcript20380	HORVU.RGT_PLANET.PROJ.3HG00242980	88.00	128.00	172.00	321.00	298.00	426.00
transcript20381	HORVU.RGT_PLANET.PROJ.3HG00242990	1067.00	874.00	1261.00	1075.00	945.00	1006.00
transcript20384	HORVU.RGT_PLANET.PROJ.3HG00243040	1021.00	1050.00	1389.00	487.00	417.00	480.00
transcript20386	HORVU.RGT_PLANET.PROJ.3HG00243060	476.00	314.00	325.00	37.00	28.00	17.00
transcript20387	HORVU.RGT_PLANET.PROJ.3HG00243080	67.00	100.00	70.00	60.00	38.00	59.00
transcript20390	HORVU.RGT_PLANET.PROJ.3HG00243120	95.00	76.00	113.00	3037.00	2398.00	4251.00
transcript20391	HORVU.RGT_PLANET.PROJ.3HG00243140	4627.00	2654.00	4322.00	14245.00	13308.00	9312.00
transcript20392	HORVU.RGT_PLANET.PROJ.3HG00243170	2872.00	2020.00	2755.00	4202.00	4241.00	5044.00
transcript20394	HORVU.RGT_PLANET.PROJ.3HG00243200	0.00	0.00	0.00	0.00	0.00	1.00
transcript20395	HORVU.RGT_PLANET.PROJ.3HG00243210	0.00	0.00	0.00	0.00	0.00	0.00
transcript20396	HORVU.RGT_PLANET.PROJ.3HG00243220	550.00	456.00	790.00	944.00	814.00	949.00
transcript20397	HORVU.RGT_PLANET.PROJ.3HG00243240	937.00	466.00	977.00	2271.00	2100.00	2455.00
transcript20398	HORVU.RGT_PLANET.PROJ.3HG00243250	224.00	175.00	174.00	143.00	143.00	149.00
transcript20400	HORVU.RGT_PLANET.PROJ.3HG00243300	158.00	136.00	260.00	98.00	64.00	111.00
transcript20401	HORVU.RGT_PLANET.PROJ.3HG00243310	0.00	0.00	0.00	0.00	0.00	0.00
transcript20402	HORVU.RGT_PLANET.PROJ.3HG00243320	0.00	0.00	0.00	0.00	0.00	0.00
transcript20403	HORVU.RGT_PLANET.PROJ.3HG00243350	900.00	579.00	713.00	942.00	1007.00	1274.00
transcript20404	HORVU.RGT_PLANET.PROJ.3HG00243360	0.00	0.00	0.00	0.00	0.00	0.00
transcript20405	HORVU.RGT_PLANET.PROJ.3HG00243380	58.00	40.00	25.00	4.00	2.00	7.00
transcript20406	HORVU.RGT_PLANET.PROJ.3HG00243390	7.00	7.00	1.00	0.00	0.00	0.00
transcript20414	HORVU.RGT_PLANET.PROJ.3HG00243410	407.02	428.13	658.20	342.00	381.76	511.82
transcript20415	HORVU.RGT_PLANET.PROJ.3HG00243420	0.00	0.00	0.00	0.00	0.00	0.00
transcript20416	HORVU.RGT_PLANET.PROJ.3HG00243430	485.00	326.00	515.00	184.00	160.00	184.00
transcript20417	HORVU.RGT_PLANET.PROJ.3HG00243460	0.00	0.00	0.00	0.00	0.00	0.00
transcript20419	HORVU.RGT_PLANET.PROJ.3HG00243480	0.00	0.00	0.00	0.00	0.00	0.00
transcript20421	HORVU.RGT_PLANET.PROJ.3HG00243520	702.68	563.31	836.17	1090.13	1007.44	1256.44
transcript20422	HORVU.RGT_PLANET.PROJ.3HG00243520	151.32	174.69	146.83	222.87	267.56	324.56
transcript20423	HORVU.RGT_PLANET.PROJ.3HG00243550	0.00	2.00	2.00	2.00	0.00	0.00
transcript20424	HORVU.RGT_PLANET.PROJ.3HG00243560	0.00	0.00	1.00	0.00	0.00	0.00
transcript20425	HORVU.RGT_PLANET.PROJ.3HG00243580	0.00	0.00	0.00	0.00	0.00	0.00
transcript20427	HORVU.RGT_PLANET.PROJ.3HG00243590	267.00	212.00	246.00	205.00	202.00	248.00
transcript20428	HORVU.RGT_PLANET.PROJ.3HG00243600	541.00	572.00	995.00	459.00	594.00	541.00
transcript20429	HORVU.RGT_PLANET.PROJ.3HG00243610	325.00	222.00	355.00	27.00	16.00	27.00
transcript20433	HORVU.RGT_PLANET.PROJ.3HG00243650	252.09	68.31	151.73	191.88	82.18	100.36
transcript20434	HORVU.RGT_PLANET.PROJ.3HG00243660	722.00	609.00	973.00	615.00	611.00	703.00
transcript20435	HORVU.RGT_PLANET.PROJ.3HG00243670	687.00	665.00	799.00	805.00	991.00	1562.00
transcript20437	HORVU.RGT_PLANET.PROJ.3HG00243700	2.00	2.00	6.00	0.00	4.00	1.00
transcript20438	HORVU.RGT_PLANET.PROJ.3HG00243710	319.00	302.00	374.00	195.00	209.00	232.00
transcript20439	HORVU.RGT_PLANET.PROJ.3HG00243720	34.00	57.00	92.00	29.00	27.00	30.00
transcript20440	HORVU.RGT_PLANET.PROJ.3HG00243730	0.00	0.00	0.00	0.00	0.00	0.00
transcript20442	HORVU.RGT_PLANET.PROJ.3HG00243740	0.00	0.00	0.00	0.00	0.00	0.00
transcript20443	HORVU.RGT_PLANET.PROJ.3HG00243750	7.00	5.00	8.00	1.00	0.00	0.00
transcript20445	HORVU.RGT_PLANET.PROJ.3HG00243780	1391.00	1165.00	1912.00	3724.00	3579.00	3771.00
transcript20448	HORVU.RGT_PLANET.PROJ.3HG00243800	0.00	0.00	0.00	0.00	0.00	0.00
transcript20449	HORVU.RGT_PLANET.PROJ.3HG00243810	14.00	33.00	3.00	89.00	73.00	102.00
transcript20450	HORVU.RGT_PLANET.PROJ.3HG00243820	0.00	0.00	0.00	0.00	0.00	0.00
transcript20453	HORVU.RGT_PLANET.PROJ.3HG00243840	241.00	196.00	369.00	135.00	145.00	182.00
transcript20455	HORVU.RGT_PLANET.PROJ.3HG00243850	0.00	0.00	0.00	0.00	0.00	0.00
transcript20456	HORVU.RGT_PLANET.PROJ.3HG00243870	116.00	52.00	81.00	62.00	51.00	66.00
transcript20460	HORVU.RGT_PLANET.PROJ.3HG00243950	0.00	0.00	0.00	1.38	1.10	2.09
transcript20461	HORVU.RGT_PLANET.PROJ.3HG00243960	2172.00	1728.00	2039.00	270.00	256.00	251.00
transcript20462	HORVU.RGT_PLANET.PROJ.3HG00244000	0.00	0.00	0.00	0.00	0.00	0.00
transcript20466	HORVU.RGT_PLANET.PROJ.3HG00244030	36.00	35.00	56.00	17.00	18.00	25.00
transcript20467	HORVU.RGT_PLANET.PROJ.3HG00244070	3045.00	1859.00	2989.00	3401.00	2661.00	2865.00
transcript20468	HORVU.RGT_PLANET.PROJ.3HG00244100	0.00	0.00	0.00	0.00	0.00	0.00
transcript20469	HORVU.RGT_PLANET.PROJ.3HG00244120	0.00	0.00	0.00	0.00	0.00	0.00
transcript20470	HORVU.RGT_PLANET.PROJ.3HG00244150	174.00	96.00	172.00	163.00	113.00	156.00
transcript20471	HORVU.RGT_PLANET.PROJ.3HG00244170	323.00	168.00	276.00	246.00	235.00	285.00
transcript20473	HORVU.RGT_PLANET.PROJ.3HG00244210	0.00	0.00	0.00	0.00	0.00	0.00
transcript20474	HORVU.RGT_PLANET.PROJ.3HG00244230	363.46	303.49	497.33	519.43	579.93	656.06
transcript20475	HORVU.RGT_PLANET.PROJ.3HG00244230	12.54	14.51	28.67	17.57	25.07	27.94
transcript20476	HORVU.RGT_PLANET.PROJ.3HG00244250	30.00	34.00	49.00	18.00	11.00	15.00
transcript20477	HORVU.RGT_PLANET.PROJ.3HG00244260	7.00	6.00	9.00	6.00	1.00	2.00
transcript20482	HORVU.RGT_PLANET.PROJ.3HG00244290	167.91	80.38	76.45	20.14	7.72	12.51
transcript20483	HORVU.RGT_PLANET.PROJ.3HG00244290	5626.09	3610.62	3597.55	337.86	281.28	160.49
transcript20484	HORVU.RGT_PLANET.PROJ.3HG00244330	525.00	315.00	579.00	420.00	344.00	472.00
transcript20485	HORVU.RGT_PLANET.PROJ.3HG00244340	0.00	0.00	0.00	0.00	0.00	0.00
transcript20487	HORVU.RGT_PLANET.PROJ.3HG00244370	0.00	0.00	0.00	0.00	0.00	0.00
transcript20490	HORVU.RGT_PLANET.PROJ.3HG00244390	624.00	391.00	588.00	445.00	395.00	406.00
transcript20491	HORVU.RGT_PLANET.PROJ.3HG00244400	0.00	0.00	0.00	0.00	0.00	0.00
transcript20492	HORVU.RGT_PLANET.PROJ.3HG00244430	0.00	0.00	0.00	0.00	0.00	0.00
transcript20493	HORVU.RGT_PLANET.PROJ.3HG00244440	0.00	0.00	0.00	0.00	0.00	0.00
transcript20494	HORVU.RGT_PLANET.PROJ.3HG00244470	1204.00	1049.00	1559.00	1051.00	968.00	1248.00
transcript20500	HORVU.RGT_PLANET.PROJ.3HG00244510	0.00	0.00	0.00	0.00	0.00	0.00
transcript20501	HORVU.RGT_PLANET.PROJ.3HG00244520	60.00	40.00	91.00	117.00	104.00	128.00
transcript20502	HORVU.RGT_PLANET.PROJ.3HG00244550	3853.00	3146.00	3008.00	116.00	98.00	49.00
transcript20505	HORVU.RGT_PLANET.PROJ.3HG00244600	0.00	0.00	0.00	0.00	0.00	0.00
transcript20507	HORVU.RGT_PLANET.PROJ.3HG00244630	0.00	0.00	0.00	0.00	0.00	0.00
transcript20509	HORVU.RGT_PLANET.PROJ.3HG00244680	963.60	759.71	1073.69	1267.19	1145.85	1723.06
transcript20510	HORVU.RGT_PLANET.PROJ.3HG00244680	71.60	85.47	170.62	57.74	49.06	121.18
transcript20511	HORVU.RGT_PLANET.PROJ.3HG00244680	102.80	44.82	115.69	124.07	124.10	140.76
transcript20512	HORVU.RGT_PLANET.PROJ.3HG00244690	137.00	109.00	166.00	136.00	116.00	145.00
transcript20513	HORVU.RGT_PLANET.PROJ.3HG00244700	19.00	44.00	54.00	24.00	27.00	51.00
transcript20514	HORVU.RGT_PLANET.PROJ.3HG00244720	33.00	22.00	36.00	139.00	143.00	259.00
transcript20516	HORVU.RGT_PLANET.PROJ.3HG00244730	0.00	0.00	0.00	5.00	5.00	11.00
transcript20521	HORVU.RGT_PLANET.PROJ.3HG00244770	848.93	641.78	987.49	2050.19	2388.80	2750.18
transcript20522	HORVU.RGT_PLANET.PROJ.3HG00244770	1421.07	1141.22	1284.51	1734.81	1985.20	2374.82
transcript20523	HORVU.RGT_PLANET.PROJ.3HG00244780	0.00	0.00	0.00	0.00	0.00	0.00
transcript20524	HORVU.RGT_PLANET.PROJ.3HG00244790	0.00	0.00	0.00	0.00	0.00	0.00
transcript20525	HORVU.RGT_PLANET.PROJ.3HG00244810	40.00	17.00	50.00	295.00	322.00	668.00
transcript20526	HORVU.RGT_PLANET.PROJ.3HG00244850	0.00	0.00	0.00	0.00	0.00	0.00
transcript20527	HORVU.RGT_PLANET.PROJ.3HG00244870	528.00	395.00	561.00	535.00	501.00	570.00
transcript20529	HORVU.RGT_PLANET.PROJ.3HG00244910	0.00	0.00	99.92	59.81	249.09	203.90
transcript20530	HORVU.RGT_PLANET.PROJ.3HG00244920	101.00	76.00	127.00	224.00	166.00	176.00
transcript20531	HORVU.RGT_PLANET.PROJ.3HG00244930	1667.00	767.00	892.00	575.00	628.00	548.00
transcript20534	HORVU.RGT_PLANET.PROJ.3HG00244990	2913.00	1742.00	2814.00	2247.00	2210.00	2459.00
transcript20535	HORVU.RGT_PLANET.PROJ.3HG00245000	0.00	0.00	0.00	0.00	0.00	0.00
transcript20536	HORVU.RGT_PLANET.PROJ.3HG00245010	0.00	0.00	0.00	0.00	0.00	0.00
transcript20537	HORVU.RGT_PLANET.PROJ.3HG00245020	944.00	1079.00	1353.00	270.00	300.00	316.00
transcript20538	HORVU.RGT_PLANET.PROJ.3HG00245040	0.00	0.00	0.00	0.00	0.00	0.00
transcript20539	HORVU.RGT_PLANET.PROJ.3HG00245050	6.00	4.00	12.00	37.00	40.00	63.00
transcript20540	HORVU.RGT_PLANET.PROJ.3HG00245060	385.00	158.00	275.00	979.00	886.00	982.00
transcript20543	HORVU.RGT_PLANET.PROJ.3HG00245070	0.00	0.00	0.00	0.00	0.00	0.00
transcript20544	HORVU.RGT_PLANET.PROJ.3HG00245080	0.00	0.00	0.00	23.00	26.00	42.00
transcript20545	HORVU.RGT_PLANET.PROJ.3HG00245100	589.05	251.73	476.90	1057.95	1010.66	1200.02
transcript20546	HORVU.RGT_PLANET.PROJ.3HG00245100	19.95	3.27	14.10	10.05	29.34	4.98
transcript20547	HORVU.RGT_PLANET.PROJ.3HG00245110	0.00	0.00	3.00	0.00	0.00	0.00
transcript20548	HORVU.RGT_PLANET.PROJ.3HG00245130	3845.00	3055.00	5158.00	4853.00	4630.00	5526.00
transcript20549	HORVU.RGT_PLANET.PROJ.3HG00245140	97.00	31.00	49.00	27.00	30.00	56.00
transcript20550	HORVU.RGT_PLANET.PROJ.3HG00245160	0.00	0.00	0.00	0.00	0.00	0.00
transcript20551	HORVU.RGT_PLANET.PROJ.3HG00245170	0.00	0.00	0.00	0.00	0.00	0.00
transcript20552	HORVU.RGT_PLANET.PROJ.3HG00245180	46.00	49.00	35.00	18.00	13.00	11.00
transcript20553	HORVU.RGT_PLANET.PROJ.3HG00245190	104.00	114.00	79.00	25.00	28.00	22.00
transcript20556	HORVU.RGT_PLANET.PROJ.3HG00245230	16.00	11.00	15.00	5.00	5.00	5.00
transcript20559	HORVU.RGT_PLANET.PROJ.3HG00245250	8.00	2.00	7.00	10.00	3.00	20.00
transcript20562	HORVU.RGT_PLANET.PROJ.3HG00245280	3023.00	2553.00	3609.00	3994.00	3674.00	4136.00
transcript20563	HORVU.RGT_PLANET.PROJ.3HG00245290	13.00	2.00	7.00	7.00	7.00	12.00
transcript20564	HORVU.RGT_PLANET.PROJ.3HG00245300	0.00	0.00	0.00	0.00	0.00	0.00
transcript20567	HORVU.RGT_PLANET.PROJ.3HG00245330	4.00	1.00	5.00	479.00	602.00	626.00
transcript20568	HORVU.RGT_PLANET.PROJ.3HG00245340	0.00	0.00	0.00	0.00	0.00	0.00
transcript20570	HORVU.RGT_PLANET.PROJ.3HG00245370	6423.00	3275.00	6628.00	422.00	460.00	609.00
transcript20571	HORVU.RGT_PLANET.PROJ.3HG00245380	11.00	0.00	0.00	144.00	166.00	214.00
transcript20572	HORVU.RGT_PLANET.PROJ.3HG00245390	18.00	21.00	28.00	3773.00	6171.00	5150.00
transcript20573	HORVU.RGT_PLANET.PROJ.3HG00245410	34.99	62.86	110.56	121.05	114.19	155.94
transcript20574	HORVU.RGT_PLANET.PROJ.3HG00245410	164.40	166.54	158.88	384.11	394.54	347.24
transcript20575	HORVU.RGT_PLANET.PROJ.3HG00245410	842.61	613.60	982.56	1936.84	2005.27	2057.82
transcript20576	HORVU.RGT_PLANET.PROJ.3HG00245420	1546.00	1472.00	1798.00	1342.00	1241.00	1629.00
transcript20578	HORVU.RGT_PLANET.PROJ.3HG00245450	2132.00	497.00	102.00	376.00	425.00	321.00
transcript20580	HORVU.RGT_PLANET.PROJ.3HG00245480	354.00	473.00	576.00	0.00	5.00	4.00
transcript20581	HORVU.RGT_PLANET.PROJ.3HG00245490	0.00	2.00	3.00	1.00	0.00	0.00
transcript20584	HORVU.RGT_PLANET.PROJ.3HG00245520	0.00	0.00	0.00	0.00	0.00	0.00
transcript20585	HORVU.RGT_PLANET.PROJ.3HG00245560	0.00	0.00	2.02	0.00	0.00	0.00
transcript20586	HORVU.RGT_PLANET.PROJ.3HG00245570	0.00	0.00	0.00	0.00	0.00	0.00
transcript20587	HORVU.RGT_PLANET.PROJ.3HG00245580	0.00	0.00	0.00	0.00	0.00	0.00
transcript20589	HORVU.RGT_PLANET.PROJ.3HG00245590	541.15	482.56	456.64	129.83	104.15	164.00
transcript20590	HORVU.RGT_PLANET.PROJ.3HG00245590	49.85	22.44	47.36	13.17	34.85	0.00
transcript20591	HORVU.RGT_PLANET.PROJ.3HG00245600	1.00	0.00	0.00	11.00	32.00	26.00
transcript20592	HORVU.RGT_PLANET.PROJ.3HG00245620	5.00	4.00	5.00	10.00	6.00	6.00
transcript20593	HORVU.RGT_PLANET.PROJ.3HG00245660	0.00	0.00	0.00	0.00	0.00	0.00
transcript20594	HORVU.RGT_PLANET.PROJ.3HG00245690	8175.00	5098.00	4593.00	344.00	396.00	298.00
transcript20595	HORVU.RGT_PLANET.PROJ.3HG00245700	0.00	1.00	2.00	9.00	8.00	47.00
transcript20596	HORVU.RGT_PLANET.PROJ.3HG00245710	0.00	0.00	0.00	0.00	0.00	0.00
transcript20597	HORVU.RGT_PLANET.PROJ.3HG00245720	0.00	0.00	0.00	0.00	0.00	0.00
transcript20598	HORVU.RGT_PLANET.PROJ.3HG00245730	0.00	0.00	0.00	0.00	0.00	0.00
transcript20599	HORVU.RGT_PLANET.PROJ.3HG00245740	14.00	2.00	4.00	6.00	4.00	3.00
transcript20600	HORVU.RGT_PLANET.PROJ.3HG00245750	473.00	350.00	447.00	472.00	359.00	418.00
transcript20602	HORVU.RGT_PLANET.PROJ.3HG00245800	0.00	0.00	0.00	0.00	0.00	0.00
transcript20603	HORVU.RGT_PLANET.PROJ.3HG00245810	0.00	0.00	0.00	0.00	0.00	0.00
transcript20604	HORVU.RGT_PLANET.PROJ.3HG00245820	0.00	0.00	0.00	2.00	0.00	5.00
transcript20605	HORVU.RGT_PLANET.PROJ.3HG00245830	0.00	0.00	0.00	0.00	0.00	0.00
transcript20607	HORVU.RGT_PLANET.PROJ.3HG00245860	0.00	0.00	0.00	0.00	0.00	0.00
transcript20608	HORVU.RGT_PLANET.PROJ.3HG00245870	52.00	55.00	48.00	40.00	25.00	27.00
transcript20609	HORVU.RGT_PLANET.PROJ.3HG00245890	0.00	0.00	0.00	0.00	0.00	0.00
transcript20610	HORVU.RGT_PLANET.PROJ.3HG00245900	0.00	0.00	0.00	0.00	0.00	0.00
transcript20612	HORVU.RGT_PLANET.PROJ.3HG00245910	237.00	269.00	188.00	300.00	289.00	244.00
transcript20613	HORVU.RGT_PLANET.PROJ.3HG00245930	0.00	2.00	2.00	1.00	2.00	2.00
transcript20617	HORVU.RGT_PLANET.PROJ.3HG00245990	12.00	9.00	5.00	0.00	0.00	1.00
transcript20618	HORVU.RGT_PLANET.PROJ.3HG00246010	685.44	441.05	475.73	149.14	308.79	251.21
transcript20619	HORVU.RGT_PLANET.PROJ.3HG00246010	636.56	417.95	851.27	280.86	196.21	233.79
transcript20620	HORVU.RGT_PLANET.PROJ.3HG00246020	15.03	5.00	8.00	23.00	2.00	8.00
transcript20621	HORVU.RGT_PLANET.PROJ.3HG00246030	0.00	14.00	10.00	1.00	5.00	1.00
transcript20622	HORVU.RGT_PLANET.PROJ.3HG00246040	1.75	1.25	1.50	0.00	0.00	0.25
transcript20623	HORVU.RGT_PLANET.PROJ.3HG00246050	1.75	1.25	1.50	0.00	0.00	0.25
transcript20624	HORVU.RGT_PLANET.PROJ.3HG00246060	1.75	1.25	1.50	0.00	0.00	0.25
transcript20625	HORVU.RGT_PLANET.PROJ.3HG00246070	1.75	1.25	1.50	0.00	0.00	0.25
transcript20626	HORVU.RGT_PLANET.PROJ.3HG00246080	0.00	0.00	0.00	1.00	2.00	0.00
transcript20627	HORVU.RGT_PLANET.PROJ.3HG00246110	114.00	64.00	213.00	687.00	477.00	474.00
transcript20628	HORVU.RGT_PLANET.PROJ.3HG00246120	0.00	0.00	0.00	0.00	0.00	0.00
transcript20629	HORVU.RGT_PLANET.PROJ.3HG00246130	1.00	2.00	1.00	1.00	2.00	4.00
transcript20631	HORVU.RGT_PLANET.PROJ.3HG00246150	22.00	8.00	14.00	243.00	382.00	359.00
transcript20632	HORVU.RGT_PLANET.PROJ.3HG00246170	0.00	0.00	0.00	0.00	0.00	0.00
transcript20633	HORVU.RGT_PLANET.PROJ.3HG00246180	0.00	0.00	0.00	0.00	0.00	0.00
transcript20634	HORVU.RGT_PLANET.PROJ.3HG00246190	45.00	41.00	47.00	32.00	22.00	32.00
transcript20635	HORVU.RGT_PLANET.PROJ.3HG00246210	96.00	95.00	152.00	65.00	75.00	102.00
transcript20637	HORVU.RGT_PLANET.PROJ.3HG00246220	108.45	93.02	143.57	80.84	56.89	99.89
transcript20638	HORVU.RGT_PLANET.PROJ.3HG00246220	23.55	40.98	52.43	21.16	39.11	38.11
transcript20639	HORVU.RGT_PLANET.PROJ.3HG00246290	25552.36	37286.01	22759.61	1677.70	1841.06	1468.53
transcript20640	HORVU.RGT_PLANET.PROJ.3HG00246290	184821.64	217856.99	120869.39	2327.30	2676.94	1014.47
transcript20642	HORVU.RGT_PLANET.PROJ.3HG00246310	0.00	0.00	0.00	0.00	0.00	0.00
transcript20643	HORVU.RGT_PLANET.PROJ.3HG00246320	0.00	0.00	0.00	0.00	0.00	0.00
transcript20644	HORVU.RGT_PLANET.PROJ.3HG00246330	75.00	81.00	151.00	31.00	32.00	46.00
transcript20645	HORVU.RGT_PLANET.PROJ.3HG00246340	734.00	551.00	557.00	90.00	62.00	61.00
transcript20646	HORVU.RGT_PLANET.PROJ.3HG00246350	0.00	0.00	0.00	0.00	0.00	0.00
transcript20647	HORVU.RGT_PLANET.PROJ.3HG00246360	148.00	172.00	262.00	74.00	88.00	108.00
transcript20648	HORVU.RGT_PLANET.PROJ.3HG00246370	1095.00	883.00	1157.00	1384.00	1273.00	1454.00
transcript20649	HORVU.RGT_PLANET.PROJ.3HG00246380	191.00	181.00	292.00	190.00	189.00	248.00
transcript20650	HORVU.RGT_PLANET.PROJ.3HG00246380	0.00	0.00	0.00	0.00	0.00	0.00
transcript20652	HORVU.RGT_PLANET.PROJ.3HG00246420	25.00	29.00	44.00	467.00	415.00	570.00
transcript20653	HORVU.RGT_PLANET.PROJ.3HG00246430	27.00	34.00	53.00	74.00	49.00	102.00
transcript20656	HORVU.RGT_PLANET.PROJ.3HG00246460	2.00	0.00	0.00	0.00	0.00	0.00
transcript20657	HORVU.RGT_PLANET.PROJ.3HG00246470	120.00	23.00	64.00	78.00	89.00	70.00
transcript20660	HORVU.RGT_PLANET.PROJ.3HG00246480	0.00	0.00	0.00	0.00	0.00	0.00
transcript20662	HORVU.RGT_PLANET.PROJ.3HG00246490	0.00	0.00	0.00	0.00	0.00	1.00
transcript20665	HORVU.RGT_PLANET.PROJ.3HG00246550	106.00	92.00	162.00	67.00	92.00	99.00
transcript20666	HORVU.RGT_PLANET.PROJ.3HG00246560	2.00	0.00	1.00	1.00	5.00	0.00
transcript20668	HORVU.RGT_PLANET.PROJ.3HG00246590	0.00	0.00	0.00	0.00	0.00	0.00
transcript20669	HORVU.RGT_PLANET.PROJ.3HG00246620	0.00	0.00	0.00	0.00	0.00	0.00
transcript20670	HORVU.RGT_PLANET.PROJ.3HG00246640	0.00	0.00	0.00	0.00	0.00	0.00
transcript20671	HORVU.RGT_PLANET.PROJ.3HG00246650	188.00	147.00	414.00	327.00	296.00	560.00
