transcript_id	gene_id	Control_1A	Control_2A	Control_3A	NB29-A_1	NB29-A_2	NB29-A_3
transcript32094	HORVU.RGT_PLANET.PROJ.4HG00377050	0.00	0.00	0.00	0.00	0.00	0.00
transcript32096	HORVU.RGT_PLANET.PROJ.4HG00377060	0.00	0.00	0.00	0.00	0.00	0.00
transcript32097	HORVU.RGT_PLANET.PROJ.4HG00377070	0.00	0.00	0.00	0.00	0.00	0.00
transcript32098	HORVU.RGT_PLANET.PROJ.4HG00377080	0.00	0.00	0.00	0.00	0.00	0.00
transcript32099	HORVU.RGT_PLANET.PROJ.4HG00377090	0.00	0.00	0.00	0.00	0.00	0.00
transcript32103	HORVU.RGT_PLANET.PROJ.4HG00377130	1.00	0.00	0.00	0.00	0.00	0.00
transcript32106	HORVU.RGT_PLANET.PROJ.4HG00377160	0.00	0.00	0.00	0.00	0.00	0.00
transcript32107	HORVU.RGT_PLANET.PROJ.4HG00377170	0.00	0.00	0.00	0.00	0.00	0.00
transcript32111	HORVU.RGT_PLANET.PROJ.4HG00377220	0.00	0.00	0.00	0.00	0.00	0.00
transcript32112	HORVU.RGT_PLANET.PROJ.4HG00377230	13.00	24.00	73.00	3.00	2.00	14.00
transcript32113	HORVU.RGT_PLANET.PROJ.4HG00377240	0.00	0.00	0.00	0.00	0.00	0.00
transcript32115	HORVU.RGT_PLANET.PROJ.4HG00377260	1.00	0.00	0.00	0.00	0.00	0.00
transcript32120	HORVU.RGT_PLANET.PROJ.4HG00377300	0.00	0.00	0.00	0.00	0.00	0.00
transcript32124	HORVU.RGT_PLANET.PROJ.4HG00377340	0.00	0.00	0.00	0.00	0.00	0.00
transcript32127	HORVU.RGT_PLANET.PROJ.4HG00377350	0.00	0.00	0.00	0.00	0.00	0.00
transcript32128	HORVU.RGT_PLANET.PROJ.4HG00377360	0.00	0.00	0.00	0.00	0.00	0.00
transcript32129	HORVU.RGT_PLANET.PROJ.4HG00377370	0.00	0.00	0.00	0.00	0.00	0.00
transcript32130	HORVU.RGT_PLANET.PROJ.4HG00377380	0.00	0.00	0.00	0.00	0.00	0.00
transcript32131	HORVU.RGT_PLANET.PROJ.4HG00377390	0.00	0.00	0.00	0.00	0.00	0.00
transcript32132	HORVU.RGT_PLANET.PROJ.4HG00377400	0.00	0.00	0.00	0.00	0.00	0.00
transcript32133	HORVU.RGT_PLANET.PROJ.4HG00377410	0.00	0.00	0.00	0.00	0.00	0.00
transcript32134	HORVU.RGT_PLANET.PROJ.4HG00377420	109.00	151.00	528.00	43.00	47.00	78.00
transcript32135	HORVU.RGT_PLANET.PROJ.4HG00377430	0.00	0.00	0.00	0.00	0.00	0.00
transcript32137	HORVU.RGT_PLANET.PROJ.4HG00377460	0.00	0.00	0.00	0.00	0.00	0.00
transcript32138	HORVU.RGT_PLANET.PROJ.4HG00377470	0.00	0.00	0.00	0.00	0.00	0.00
transcript25468	HORVU.RGT_PLANET.PROJ.4HG00743540	0.00	0.00	0.00	0.00	1.00	0.00
transcript25496	HORVU.RGT_PLANET.PROJ.4HG00743550	0.00	0.00	0.00	0.00	0.00	0.00
transcript25497	HORVU.RGT_PLANET.PROJ.4HG00743560	0.00	0.00	0.00	0.00	0.00	0.00
transcript25498	HORVU.RGT_PLANET.PROJ.4HG00743570	0.00	0.00	0.00	0.00	0.00	0.00
transcript25505	HORVU.RGT_PLANET.PROJ.4HG00743580	0.00	0.00	0.00	0.00	0.00	0.00
transcript25509	HORVU.RGT_PLANET.PROJ.4HG00743590	0.00	0.00	0.00	0.00	0.00	0.00
transcript25514	HORVU.RGT_PLANET.PROJ.4HG00743600	0.00	0.00	0.00	0.00	0.00	0.00
transcript25516	HORVU.RGT_PLANET.PROJ.4HG00743610	0.00	0.00	0.00	0.00	0.00	0.00
transcript25518	HORVU.RGT_PLANET.PROJ.4HG00743620	0.00	0.00	0.00	0.00	0.00	0.00
transcript25530	HORVU.RGT_PLANET.PROJ.4HG00743660	0.00	0.00	0.00	0.00	0.00	0.00
transcript25549	HORVU.RGT_PLANET.PROJ.4HG00743690	0.00	0.00	0.00	0.00	0.00	0.00
transcript25553	HORVU.RGT_PLANET.PROJ.4HG00743700	0.00	0.00	0.00	0.00	0.00	0.00
transcript25557	HORVU.RGT_PLANET.PROJ.4HG00743710	0.00	0.00	0.00	0.00	0.00	0.00
transcript25563	HORVU.RGT_PLANET.PROJ.4HG00743720	0.00	0.00	0.00	0.00	0.00	0.00
transcript25567	HORVU.RGT_PLANET.PROJ.4HG00743730	0.00	0.00	0.00	0.00	0.00	0.00
transcript25569	HORVU.RGT_PLANET.PROJ.4HG00743740	0.00	0.00	0.00	0.00	0.00	0.00
transcript25590	HORVU.RGT_PLANET.PROJ.4HG00743750	0.00	0.00	0.00	0.00	0.00	0.00
transcript25594	HORVU.RGT_PLANET.PROJ.4HG00743760	0.00	0.00	0.00	0.00	0.00	0.00
transcript25597	HORVU.RGT_PLANET.PROJ.4HG00743770	0.00	0.00	0.00	0.00	0.00	0.00
transcript25601	HORVU.RGT_PLANET.PROJ.4HG00743780	0.00	0.00	0.00	0.00	0.00	0.00
transcript25612	HORVU.RGT_PLANET.PROJ.4HG00743790	0.00	0.00	0.00	0.00	0.00	0.00
transcript25650	HORVU.RGT_PLANET.PROJ.4HG00743800	0.00	0.00	0.00	0.00	0.00	0.00
transcript25651	HORVU.RGT_PLANET.PROJ.4HG00743810	0.00	0.00	0.00	0.00	0.00	0.00
transcript25653	HORVU.RGT_PLANET.PROJ.4HG00743820	0.00	0.00	0.00	0.00	0.00	0.00
transcript25656	HORVU.RGT_PLANET.PROJ.4HG00743830	0.00	0.00	0.00	0.00	0.00	0.00
transcript25658	HORVU.RGT_PLANET.PROJ.4HG00743840	0.00	0.00	0.00	0.00	0.00	0.00
transcript25660	HORVU.RGT_PLANET.PROJ.4HG00743850	0.00	0.00	0.00	0.00	0.00	0.00
transcript25665	HORVU.RGT_PLANET.PROJ.4HG00743870	0.00	0.00	0.00	0.00	0.00	0.00
transcript25679	HORVU.RGT_PLANET.PROJ.4HG00743880	0.00	0.00	0.00	0.00	0.00	0.00
transcript25682	HORVU.RGT_PLANET.PROJ.4HG00743890	0.00	0.00	0.00	0.00	0.00	0.00
transcript25683	HORVU.RGT_PLANET.PROJ.4HG00743900	0.00	0.00	0.00	0.00	0.00	0.00
transcript25685	HORVU.RGT_PLANET.PROJ.4HG00743910	0.00	0.00	0.00	0.00	0.00	0.00
transcript25686	HORVU.RGT_PLANET.PROJ.4HG00743920	0.00	0.00	0.00	0.00	0.00	0.00
transcript25708	HORVU.RGT_PLANET.PROJ.4HG00743940	0.00	0.00	0.00	0.00	0.00	0.00
transcript25710	HORVU.RGT_PLANET.PROJ.4HG00743950	0.00	0.00	0.00	0.00	0.00	0.00
transcript25711	HORVU.RGT_PLANET.PROJ.4HG00743960	0.00	0.00	0.00	0.00	0.00	0.00
transcript25712	HORVU.RGT_PLANET.PROJ.4HG00743970	0.00	0.00	0.00	0.00	0.00	0.00
transcript25718	HORVU.RGT_PLANET.PROJ.4HG00743980	0.00	0.00	0.00	0.00	0.00	0.00
transcript25752	HORVU.RGT_PLANET.PROJ.4HG00744010	0.00	0.00	0.00	0.00	0.00	0.00
transcript25753	HORVU.RGT_PLANET.PROJ.4HG00744020	0.00	0.00	0.00	0.00	0.00	0.00
transcript25755	HORVU.RGT_PLANET.PROJ.4HG00744030	0.00	0.00	0.00	0.00	0.00	0.00
transcript25777	HORVU.RGT_PLANET.PROJ.4HG00744040	0.00	0.00	0.00	0.00	0.00	0.00
transcript25779	HORVU.RGT_PLANET.PROJ.4HG00744050	0.00	0.00	0.00	0.00	0.00	0.00
transcript25791	HORVU.RGT_PLANET.PROJ.4HG00744060	0.00	0.00	0.00	0.00	0.00	0.00
transcript25792	HORVU.RGT_PLANET.PROJ.4HG00744070	1.00	0.00	0.00	0.00	0.00	0.00
transcript25795	HORVU.RGT_PLANET.PROJ.4HG00744080	0.00	0.00	0.00	0.00	0.00	0.00
transcript25801	HORVU.RGT_PLANET.PROJ.4HG00744090	0.00	0.00	0.00	0.00	0.00	0.00
transcript25806	HORVU.RGT_PLANET.PROJ.4HG00744100	0.00	0.00	0.00	0.00	0.00	0.00
transcript25814	HORVU.RGT_PLANET.PROJ.4HG00744110	0.00	0.00	0.00	0.00	0.00	0.00
transcript25819	HORVU.RGT_PLANET.PROJ.4HG00744120	0.00	0.00	0.00	0.00	0.00	0.00
transcript25820	HORVU.RGT_PLANET.PROJ.4HG00744130	0.00	0.00	0.00	0.00	0.00	0.00
transcript25828	HORVU.RGT_PLANET.PROJ.4HG00744140	0.00	0.00	0.00	0.00	0.00	0.00
transcript25832	HORVU.RGT_PLANET.PROJ.4HG00744150	0.00	0.00	0.00	0.00	0.00	0.00
transcript25834	HORVU.RGT_PLANET.PROJ.4HG00744160	0.00	0.00	0.00	0.00	0.00	0.00
transcript25850	HORVU.RGT_PLANET.PROJ.4HG00744180	0.00	0.00	0.00	0.00	0.00	0.00
transcript25873	HORVU.RGT_PLANET.PROJ.4HG00744190	0.00	0.00	0.00	0.00	0.00	0.00
transcript25876	HORVU.RGT_PLANET.PROJ.4HG00744200	0.00	0.00	0.00	0.00	0.00	0.00
transcript25893	HORVU.RGT_PLANET.PROJ.4HG00744210	0.00	0.00	0.00	0.00	0.00	0.00
transcript25896	HORVU.RGT_PLANET.PROJ.4HG00744220	0.00	0.00	0.00	0.00	0.00	0.00
transcript25905	HORVU.RGT_PLANET.PROJ.4HG00744240	0.00	0.00	0.00	0.00	2.00	0.00
transcript25918	HORVU.RGT_PLANET.PROJ.4HG00744260	0.00	0.00	0.00	0.00	0.00	0.00
transcript25923	HORVU.RGT_PLANET.PROJ.4HG00744270	0.00	0.00	0.00	0.00	0.00	0.00
transcript25929	HORVU.RGT_PLANET.PROJ.4HG00744280	21.00	23.00	17.00	2.00	4.00	14.00
transcript25944	HORVU.RGT_PLANET.PROJ.4HG00744290	0.00	0.00	0.00	0.00	0.00	0.00
transcript25950	HORVU.RGT_PLANET.PROJ.4HG00744300	0.00	0.00	0.00	0.00	0.00	0.00
transcript25958	HORVU.RGT_PLANET.PROJ.4HG00744310	0.00	0.00	0.00	0.00	0.00	0.00
transcript25962	HORVU.RGT_PLANET.PROJ.4HG00744320	0.00	0.00	0.00	0.00	0.00	0.00
transcript25981	HORVU.RGT_PLANET.PROJ.4HG00744330	0.00	0.00	0.00	0.00	0.00	0.00
transcript25995	HORVU.RGT_PLANET.PROJ.4HG00744340	0.00	0.00	0.00	0.00	0.00	0.00
transcript26013	HORVU.RGT_PLANET.PROJ.4HG00744360	0.00	0.00	0.00	0.00	0.00	0.00
transcript26024	HORVU.RGT_PLANET.PROJ.4HG00744370	0.00	0.00	0.00	0.00	0.00	0.00
transcript26028	HORVU.RGT_PLANET.PROJ.4HG00744380	0.00	0.00	0.00	0.00	0.00	0.00
transcript26038	HORVU.RGT_PLANET.PROJ.4HG00744390	0.00	0.00	0.00	0.00	0.00	0.00
transcript26042	HORVU.RGT_PLANET.PROJ.4HG00744400	0.00	0.00	0.00	0.00	0.00	0.00
transcript26055	HORVU.RGT_PLANET.PROJ.4HG00744410	0.00	0.00	0.00	0.00	0.00	0.00
transcript26056	HORVU.RGT_PLANET.PROJ.4HG00744420	0.00	0.00	0.00	0.00	0.00	0.00
transcript26058	HORVU.RGT_PLANET.PROJ.4HG00744430	0.00	0.00	0.00	0.00	0.00	0.00
transcript26061	HORVU.RGT_PLANET.PROJ.4HG00744440	28.00	33.00	104.00	5.00	6.00	13.00
transcript26062	HORVU.RGT_PLANET.PROJ.4HG00744450	0.00	0.00	0.00	0.00	0.00	0.00
transcript26063	HORVU.RGT_PLANET.PROJ.4HG00744460	0.00	0.00	0.00	0.00	0.00	0.00
transcript26070	HORVU.RGT_PLANET.PROJ.4HG00744470	0.00	0.00	0.00	0.00	0.00	0.00
transcript26079	HORVU.RGT_PLANET.PROJ.4HG00744480	0.00	0.00	0.00	0.00	0.00	0.00
transcript26082	HORVU.RGT_PLANET.PROJ.4HG00744490	0.00	0.00	0.00	0.00	0.00	0.00
transcript26089	HORVU.RGT_PLANET.PROJ.4HG00744500	0.00	0.00	0.00	0.00	0.00	0.00
transcript26093	HORVU.RGT_PLANET.PROJ.4HG00744510	0.00	0.00	0.00	0.00	0.00	0.00
transcript26097	HORVU.RGT_PLANET.PROJ.4HG00744530	0.00	0.00	0.00	0.00	0.00	0.00
transcript26098	HORVU.RGT_PLANET.PROJ.4HG00744540	0.00	0.00	0.00	0.00	0.00	0.00
transcript26110	HORVU.RGT_PLANET.PROJ.4HG00744550	0.00	0.00	0.00	0.00	0.00	0.00
transcript26112	HORVU.RGT_PLANET.PROJ.4HG00744560	0.00	0.00	0.00	0.00	0.00	0.00
transcript26122	HORVU.RGT_PLANET.PROJ.4HG00744570	0.00	0.00	0.00	0.00	0.00	0.00
transcript26126	HORVU.RGT_PLANET.PROJ.4HG00744580	0.00	0.00	0.00	0.00	0.00	0.00
transcript26129	HORVU.RGT_PLANET.PROJ.4HG00744590	1.95	0.00	0.00	0.00	0.00	0.00
transcript26132	HORVU.RGT_PLANET.PROJ.4HG00744600	0.00	0.00	0.00	0.00	0.00	0.00
transcript26133	HORVU.RGT_PLANET.PROJ.4HG00744610	0.00	0.00	0.00	0.00	0.00	0.00
transcript26134	HORVU.RGT_PLANET.PROJ.4HG00744620	0.00	0.00	0.00	0.00	0.00	0.00
transcript26167	HORVU.RGT_PLANET.PROJ.4HG00744630	0.00	0.00	0.00	0.00	0.00	0.00
transcript26168	HORVU.RGT_PLANET.PROJ.4HG00744640	0.00	0.00	0.00	0.00	0.00	0.00
transcript26170	HORVU.RGT_PLANET.PROJ.4HG00744650	0.00	0.00	0.00	0.00	0.00	0.00
transcript26178	HORVU.RGT_PLANET.PROJ.4HG00744660	0.00	0.00	0.00	0.00	0.00	0.00
transcript26188	HORVU.RGT_PLANET.PROJ.4HG00744670	0.00	0.00	0.00	0.00	0.00	0.00
transcript26189	HORVU.RGT_PLANET.PROJ.4HG00744680	0.00	0.00	0.00	0.00	0.00	0.00
transcript26194	HORVU.RGT_PLANET.PROJ.4HG00744690	0.00	0.00	0.00	0.00	0.00	0.00
transcript26215	HORVU.RGT_PLANET.PROJ.4HG00744700	0.00	0.00	0.00	0.00	0.00	0.00
transcript26222	HORVU.RGT_PLANET.PROJ.4HG00744710	0.00	0.00	0.00	0.00	0.00	0.00
transcript26245	HORVU.RGT_PLANET.PROJ.4HG00744720	0.00	0.00	0.00	0.00	0.00	0.00
transcript26247	HORVU.RGT_PLANET.PROJ.4HG00744730	0.00	0.00	0.00	0.00	0.00	1.00
transcript26250	HORVU.RGT_PLANET.PROJ.4HG00744740	0.00	0.00	0.00	0.00	0.00	0.00
transcript26267	HORVU.RGT_PLANET.PROJ.4HG00744750	0.00	0.00	0.00	0.00	0.00	0.00
transcript26278	HORVU.RGT_PLANET.PROJ.4HG00744770	0.00	0.00	0.00	0.00	0.00	0.00
transcript26280	HORVU.RGT_PLANET.PROJ.4HG00744780	0.00	0.00	0.00	0.00	0.00	0.00
transcript26281	HORVU.RGT_PLANET.PROJ.4HG00744790	0.00	0.00	0.00	0.00	0.00	0.00
transcript26286	HORVU.RGT_PLANET.PROJ.4HG00744800	0.00	0.00	0.00	0.00	0.00	0.00
transcript26290	HORVU.RGT_PLANET.PROJ.4HG00744810	0.00	0.00	0.00	0.00	0.00	0.00
transcript26296	HORVU.RGT_PLANET.PROJ.4HG00744830	0.00	0.00	0.00	0.00	0.00	0.00
transcript26299	HORVU.RGT_PLANET.PROJ.4HG00744840	0.00	0.00	0.00	0.00	0.00	0.00
transcript26301	HORVU.RGT_PLANET.PROJ.4HG00744850	0.00	0.00	0.00	0.00	0.00	0.00
transcript26302	HORVU.RGT_PLANET.PROJ.4HG00744860	0.00	0.00	0.00	0.00	0.00	0.00
transcript26308	HORVU.RGT_PLANET.PROJ.4HG00744870	0.00	0.00	0.00	0.00	0.00	0.00
transcript26322	HORVU.RGT_PLANET.PROJ.4HG00744880	0.00	0.00	0.00	0.00	0.00	0.00
transcript26328	HORVU.RGT_PLANET.PROJ.4HG00744890	0.00	0.00	0.00	0.00	0.00	0.00
transcript26336	HORVU.RGT_PLANET.PROJ.4HG00744910	0.00	0.00	0.00	0.00	0.00	0.00
transcript26337	HORVU.RGT_PLANET.PROJ.4HG00744920	0.00	0.00	0.00	0.00	0.00	0.00
transcript26338	HORVU.RGT_PLANET.PROJ.4HG00744930	0.00	0.00	0.00	0.00	0.00	0.00
transcript26339	HORVU.RGT_PLANET.PROJ.4HG00744940	0.00	0.00	0.00	0.00	0.00	0.00
transcript26343	HORVU.RGT_PLANET.PROJ.4HG00744950	0.00	0.00	0.00	0.00	0.00	0.00
transcript26347	HORVU.RGT_PLANET.PROJ.4HG00744960	0.00	0.00	0.00	0.00	0.00	0.00
transcript26348	HORVU.RGT_PLANET.PROJ.4HG00744970	0.00	0.00	0.00	0.00	0.00	0.00
transcript26361	HORVU.RGT_PLANET.PROJ.4HG00744990	0.00	0.00	0.00	0.00	0.00	0.00
transcript26363	HORVU.RGT_PLANET.PROJ.4HG00745000	0.00	0.00	0.00	0.00	0.00	0.00
transcript26369	HORVU.RGT_PLANET.PROJ.4HG00745010	0.00	0.00	0.00	0.00	0.00	0.00
transcript26371	HORVU.RGT_PLANET.PROJ.4HG00745020	0.00	0.00	0.00	0.00	0.00	0.00
transcript26385	HORVU.RGT_PLANET.PROJ.4HG00745030	0.00	0.00	0.00	0.00	0.00	0.00
transcript26388	HORVU.RGT_PLANET.PROJ.4HG00745040	0.00	0.00	0.00	0.00	0.00	0.00
transcript26414	HORVU.RGT_PLANET.PROJ.4HG00745050	0.00	0.00	0.00	0.00	0.00	0.00
transcript26416	HORVU.RGT_PLANET.PROJ.4HG00745060	0.00	0.00	0.00	0.00	0.00	0.00
transcript26419	HORVU.RGT_PLANET.PROJ.4HG00745070	0.00	0.00	0.00	0.00	0.00	0.00
transcript26423	HORVU.RGT_PLANET.PROJ.4HG00745080	1.00	2.00	2.00	0.00	0.00	0.00
transcript26425	HORVU.RGT_PLANET.PROJ.4HG00745090	0.00	0.00	0.00	0.00	0.00	0.00
transcript26431	HORVU.RGT_PLANET.PROJ.4HG00745100	0.00	0.00	0.00	0.00	0.00	0.00
transcript26435	HORVU.RGT_PLANET.PROJ.4HG00745110	0.00	0.00	0.00	0.00	0.00	0.00
transcript26436	HORVU.RGT_PLANET.PROJ.4HG00745120	0.00	0.00	0.00	0.00	0.00	0.00
transcript26444	HORVU.RGT_PLANET.PROJ.4HG00745130	1.00	0.00	0.00	0.00	0.00	0.00
transcript26460	HORVU.RGT_PLANET.PROJ.4HG00745150	1.00	0.00	1.00	2.00	1.00	7.00
transcript26462	HORVU.RGT_PLANET.PROJ.4HG00745160	3.00	1.00	10.00	2.00	0.00	2.00
transcript26463	HORVU.RGT_PLANET.PROJ.4HG00745170	7.00	11.00	13.00	1.00	4.00	3.00
transcript26466	HORVU.RGT_PLANET.PROJ.4HG00745180	0.00	0.00	0.00	0.00	0.00	0.00
transcript26468	HORVU.RGT_PLANET.PROJ.4HG00745190	0.00	0.00	0.00	0.00	0.00	0.00
transcript26469	HORVU.RGT_PLANET.PROJ.4HG00745200	0.00	0.00	0.00	0.00	0.00	0.00
transcript26470	HORVU.RGT_PLANET.PROJ.4HG00745210	0.00	0.00	0.00	0.00	0.00	0.00
transcript26479	HORVU.RGT_PLANET.PROJ.4HG00745220	0.00	0.00	0.00	0.00	0.00	0.00
transcript26483	HORVU.RGT_PLANET.PROJ.4HG00745230	0.00	0.00	0.00	0.00	0.00	0.00
transcript26484	HORVU.RGT_PLANET.PROJ.4HG00745240	0.00	0.00	0.00	0.00	0.00	0.00
transcript26488	HORVU.RGT_PLANET.PROJ.4HG00745250	0.00	0.00	0.00	0.00	0.00	0.00
transcript26492	HORVU.RGT_PLANET.PROJ.4HG00745260	0.00	0.00	0.00	0.00	0.00	0.00
transcript26494	HORVU.RGT_PLANET.PROJ.4HG00745270	0.00	0.00	0.00	0.00	0.00	0.00
transcript26495	HORVU.RGT_PLANET.PROJ.4HG00745280	0.00	0.00	0.00	0.00	0.00	0.00
transcript26500	HORVU.RGT_PLANET.PROJ.4HG00745290	0.00	0.00	0.00	0.00	0.00	0.00
transcript26507	HORVU.RGT_PLANET.PROJ.4HG00745300	0.00	0.00	0.00	0.00	0.00	0.00
transcript26512	HORVU.RGT_PLANET.PROJ.4HG00745310	0.00	0.00	0.00	0.00	0.00	0.00
transcript26513	HORVU.RGT_PLANET.PROJ.4HG00745320	0.00	0.00	0.00	0.00	0.00	0.00
transcript26521	HORVU.RGT_PLANET.PROJ.4HG00745330	0.00	0.00	0.00	0.00	0.00	0.00
transcript26526	HORVU.RGT_PLANET.PROJ.4HG00745340	0.00	0.00	0.00	0.00	0.00	0.00
transcript26527	HORVU.RGT_PLANET.PROJ.4HG00745350	0.00	0.00	0.00	0.00	0.00	0.00
transcript26533	HORVU.RGT_PLANET.PROJ.4HG00745360	0.00	0.00	0.00	0.00	0.00	0.00
transcript26536	HORVU.RGT_PLANET.PROJ.4HG00745370	0.00	0.00	0.00	0.00	0.00	0.00
transcript26538	HORVU.RGT_PLANET.PROJ.4HG00745380	0.00	0.00	0.00	0.00	0.00	0.00
transcript26553	HORVU.RGT_PLANET.PROJ.4HG00745400	0.00	0.00	0.00	0.00	0.00	0.00
transcript26563	HORVU.RGT_PLANET.PROJ.4HG00745420	0.00	0.00	0.00	0.00	0.00	0.00
transcript26565	HORVU.RGT_PLANET.PROJ.4HG00745430	0.00	0.00	0.00	0.00	0.00	0.00
transcript26572	HORVU.RGT_PLANET.PROJ.4HG00745440	0.00	0.00	0.00	0.00	0.00	0.00
transcript26577	HORVU.RGT_PLANET.PROJ.4HG00745450	0.00	0.00	0.00	0.00	0.00	0.00
transcript26581	HORVU.RGT_PLANET.PROJ.4HG00745460	0.00	0.00	0.00	0.00	0.00	0.00
transcript26582	HORVU.RGT_PLANET.PROJ.4HG00745470	0.00	0.00	0.00	0.00	0.00	0.00
transcript26603	HORVU.RGT_PLANET.PROJ.4HG00745480	0.00	0.00	0.00	0.00	0.00	0.00
transcript26604	HORVU.RGT_PLANET.PROJ.4HG00745490	0.00	0.00	0.00	0.00	0.00	0.00
transcript26608	HORVU.RGT_PLANET.PROJ.4HG00745500	0.00	0.00	0.00	0.00	0.00	0.00
transcript26609	HORVU.RGT_PLANET.PROJ.4HG00745510	0.00	0.00	0.00	0.00	0.00	0.00
transcript26618	HORVU.RGT_PLANET.PROJ.4HG00745520	0.00	0.00	0.00	0.00	0.00	0.00
transcript26623	HORVU.RGT_PLANET.PROJ.4HG00745530	0.00	0.00	0.00	0.00	0.00	0.00
transcript26636	HORVU.RGT_PLANET.PROJ.4HG00745540	0.00	0.00	0.00	0.00	0.00	0.00
transcript26638	HORVU.RGT_PLANET.PROJ.4HG00745550	0.00	0.00	0.00	0.00	0.00	0.00
transcript26650	HORVU.RGT_PLANET.PROJ.4HG00745570	0.00	0.00	0.00	0.00	0.00	0.00
transcript26657	HORVU.RGT_PLANET.PROJ.4HG00745580	0.00	0.00	0.00	0.00	0.00	0.00
transcript26675	HORVU.RGT_PLANET.PROJ.4HG00745590	0.00	0.00	0.00	0.00	0.00	0.00
transcript26676	HORVU.RGT_PLANET.PROJ.4HG00745600	0.00	0.00	0.00	0.00	0.00	0.00
transcript26678	HORVU.RGT_PLANET.PROJ.4HG00745610	0.00	0.00	0.00	0.00	0.00	0.00
transcript26687	HORVU.RGT_PLANET.PROJ.4HG00745620	0.00	0.00	0.00	0.00	0.00	0.00
transcript26690	HORVU.RGT_PLANET.PROJ.4HG00745630	0.00	0.00	0.00	1.00	0.00	0.00
transcript26692	HORVU.RGT_PLANET.PROJ.4HG00745640	0.00	0.00	0.00	0.00	0.00	0.00
transcript26698	HORVU.RGT_PLANET.PROJ.4HG00745650	0.00	0.00	0.00	0.00	0.00	0.00
transcript26699	HORVU.RGT_PLANET.PROJ.4HG00745660	0.00	0.00	0.00	0.00	0.00	0.00
transcript26703	HORVU.RGT_PLANET.PROJ.4HG00745670	0.00	0.00	0.00	0.00	0.00	0.00
transcript26707	HORVU.RGT_PLANET.PROJ.4HG00745680	0.00	0.00	0.00	0.00	0.00	0.00
transcript26710	HORVU.RGT_PLANET.PROJ.4HG00745690	0.00	0.00	0.00	0.00	0.00	0.00
transcript26713	HORVU.RGT_PLANET.PROJ.4HG00745700	0.00	0.00	0.00	0.00	0.00	0.00
transcript26714	HORVU.RGT_PLANET.PROJ.4HG00745710	0.00	0.00	0.00	0.00	0.00	0.00
transcript26723	HORVU.RGT_PLANET.PROJ.4HG00745730	0.00	0.00	0.00	0.00	0.00	0.00
transcript26725	HORVU.RGT_PLANET.PROJ.4HG00745740	0.00	0.00	0.00	0.00	0.00	0.00
transcript26728	HORVU.RGT_PLANET.PROJ.4HG00745750	0.00	0.00	0.00	0.00	0.00	0.00
transcript26741	HORVU.RGT_PLANET.PROJ.4HG00745760	0.00	0.00	0.00	0.00	0.00	0.00
transcript26742	HORVU.RGT_PLANET.PROJ.4HG00745770	0.00	0.00	0.00	0.00	0.00	0.00
transcript26743	HORVU.RGT_PLANET.PROJ.4HG00745780	0.34	0.00	0.00	0.00	0.00	0.00
transcript26746	HORVU.RGT_PLANET.PROJ.4HG00745790	0.00	0.00	0.00	0.00	0.00	0.00
transcript26750	HORVU.RGT_PLANET.PROJ.4HG00745800	0.00	0.00	0.00	0.00	0.00	0.00
transcript26757	HORVU.RGT_PLANET.PROJ.4HG00745810	0.00	0.00	0.00	0.00	0.00	0.00
transcript26760	HORVU.RGT_PLANET.PROJ.4HG00745820	0.00	0.00	0.00	0.00	0.00	0.00
transcript26761	HORVU.RGT_PLANET.PROJ.4HG00745830	0.00	0.00	0.00	0.00	0.00	0.00
transcript26764	HORVU.RGT_PLANET.PROJ.4HG00745840	0.00	0.00	0.00	0.00	0.00	0.00
transcript26765	HORVU.RGT_PLANET.PROJ.4HG00745850	0.00	0.00	0.00	0.00	0.00	0.00
transcript26767	HORVU.RGT_PLANET.PROJ.4HG00745860	0.00	0.00	0.00	0.00	0.00	0.00
transcript26769	HORVU.RGT_PLANET.PROJ.4HG00745870	0.00	0.00	0.00	0.00	0.00	0.00
transcript26773	HORVU.RGT_PLANET.PROJ.4HG00745880	0.00	0.00	0.00	0.00	0.00	0.00
transcript26775	HORVU.RGT_PLANET.PROJ.4HG00745890	0.00	0.00	0.00	0.00	0.00	0.00
transcript26782	HORVU.RGT_PLANET.PROJ.4HG00745900	0.00	0.00	0.00	0.00	0.00	0.00
transcript26784	HORVU.RGT_PLANET.PROJ.4HG00745910	0.00	0.00	0.00	0.00	0.00	0.00
transcript26786	HORVU.RGT_PLANET.PROJ.4HG00745920	0.00	0.00	0.00	0.00	0.00	0.00
transcript26791	HORVU.RGT_PLANET.PROJ.4HG00745930	0.00	0.00	0.00	0.00	0.00	0.00
transcript26793	HORVU.RGT_PLANET.PROJ.4HG00745940	0.00	0.00	0.00	0.00	0.00	0.00
transcript26795	HORVU.RGT_PLANET.PROJ.4HG00745950	0.00	0.00	0.00	0.00	0.00	0.00
transcript26799	HORVU.RGT_PLANET.PROJ.4HG00745960	0.00	0.00	0.00	0.00	0.00	0.00
transcript26800	HORVU.RGT_PLANET.PROJ.4HG00745970	0.00	0.00	0.00	0.00	0.00	0.00
transcript26801	HORVU.RGT_PLANET.PROJ.4HG00745980	0.00	0.00	0.00	0.00	0.00	0.00
transcript26810	HORVU.RGT_PLANET.PROJ.4HG00745990	0.00	0.00	0.00	0.00	0.00	0.00
transcript26811	HORVU.RGT_PLANET.PROJ.4HG00746000	0.00	0.00	0.00	0.00	0.00	0.00
